2021-04-03 16:39:33,679 - root - ERROR - 2021-04-03 16:39:33	innerText	js1d6dcc1c945811ebbd222cf05d988905797264.snapshotItem(0).innerText='我是超人'

2021-04-03 16:39:33,680 - root - ERROR - 2021-04-03 16:39:33	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'string', 'value': '我是超人'}}}}

2021-04-03 16:39:34,684 - root - ERROR - 2021-04-03 16:39:34	evaluate_jsvar js1e088650945811eba9782cf05d988905368304 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 16:39:34,688 - root - ERROR - 2021-04-03 16:39:34	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

2021-04-03 16:39:34,689 - root - ERROR - 2021-04-03 16:39:34	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

2021-04-03 16:39:34,689 - root - ERROR - 2021-04-03 16:39:34	innerText	js1e088650945811eba9782cf05d988905368304.snapshotItem(0).innerText='测试一下'

2021-04-03 16:39:34,690 - root - ERROR - 2021-04-03 16:39:34	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'string', 'value': '测试一下'}}}}

2021-04-03 17:15:08,585 - root - ERROR - 2021-04-03 17:15:08	evaluate_jsvar js15f01e4a945d11eb913b2cf05d988905861139 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 17:15:08,593 - root - ERROR - 2021-04-03 17:15:08	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

2021-04-03 17:15:08,594 - root - ERROR - 2021-04-03 17:15:08	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

2021-04-03 17:15:08,594 - root - ERROR - 2021-04-03 17:15:08	innerText	js15f01e4a945d11eb913b2cf05d988905861139.snapshotItem(0).innerText='我是超人'

2021-04-03 17:15:08,595 - root - ERROR - 2021-04-03 17:15:08	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'string', 'value': '我是超人'}}}}

2021-04-03 17:15:09,602 - root - ERROR - 2021-04-03 17:15:09	evaluate_jsvar js168b3882945d11eb9b5d2cf05d988905255473 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

2021-04-03 17:15:09,605 - root - ERROR - 2021-04-03 17:15:09	xpath_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'undefined'}}}}

2021-04-03 17:15:09,605 - root - ERROR - 2021-04-03 17:15:09	length_result{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'number', 'value': 1, 'description': '1'}}}}

2021-04-03 17:15:09,606 - root - ERROR - 2021-04-03 17:15:09	innerText	js168b3882945d11eb9b5d2cf05d988905255473.snapshotItem(0).innerText='测试一下'

2021-04-03 17:15:09,606 - root - ERROR - 2021-04-03 17:15:09	ExecuteElement.__execute{'code': True, 'reason': 'success', 'result': {'id': 1, 'result': {'result': {'type': 'string', 'value': '测试一下'}}}}

2021-04-03 17:15:49,520 - root - ERROR - 2021-04-03 17:15:49	evaluate_jsvar js2e56430c945d11eba0682cf05d988905158682 = document.evaluate('//*[@id="app"]/div/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/pre',document.documentElement, null,XPathResult.ORDERED_NODE_SNAPSHOT_TYPE, null)

